"id","problem_number","title","statement","background","status","category_id","difficulty_level_id"
2217,"EP-623","Erdős Problem #623","Let $X$ be a set of cardinality $\aleph_\omega$ and $f$ be a function from the finite subsets of $X$ to $X$ such that $f(A) ot\in A$ for all $A$. Must there exist an infinite $Y\subseteq X$ that is independent - that is, for all finite $B\subset Y$ we have $f(B) ot\in Y$?","A problem of Erdos and Hajnal \cite{ErHa58}, who proved that if $\lvert X\rvert <\aleph_\omega$ then the answer is no. Erdos suggests in \cite{Er99} that this problem is 'perhaps undecidable'. References [Er99] Erdos, Paul, A selection of problems and results in combinatorics. Combin. Probab. Comput. (1999), 1-6. [ErHa58] Erdos, P. and Hajnal, A., On the structure of set mappings. Acta Math. Acad. Sci. Hungar. (1958), 111-133.","open",2,1
2218,"EP-624","Erdős Problem #624","Let $X$ be a finite set of size $n$ and $H(n)$ be such that there is a function $f:\{A : A\subseteq X\}\to X$ so that for every $Y\subseteq X$ with $\lvert Y\rvert \geq H(n)$ we have $ \{ f(A) : A\subseteq Y\}=X. $ Prove that $ H(n)-\log_2 n \to \infty. $","A problem of Erdos and Hajnal \cite{ErHa68} who proved that $ \log_2 n \leq H(n) < \log_2n +(3+o(1))\log_2\log_2n. $ Erdos said that even the weaker statement that for $n=2^k$ we have $H(n)\geq k+1$ is open, but Alon has provided the following simple proof: by the pigeonhole principle there are $\frac{n-1}{2}$ subsets $A_i$ of size $2$ such that $f(A_i)$ is the same. Any set $Y$ of size $k$ containing at least $k/2$ of them can have at most $ 2^k-\lfloor k/2\rfloor+1< 2^k=n $ distinct elements in the union of the images of $f(A)$ for $A\subseteq Y$. For this weaker statement, Erdos and Gy\'{a}rf\'{a}s conjectured the stronger form that if $\lvert X\rvert=2^k$ then, for any $f:\{A : A\subseteq X\}\to X$, there must exist some $Y\subset X$ of size $k$ such that $ \#\{ f(A) : A\subseteq Y\}< 2^k-k^C $ for every $C$ (with $k$ sufficiently large depending on $C$). This was proved by Alon (personal communication), who proved the stronger version that there exists some absolute constant $c>0$ such that, if $k$ is large enough, there must exist some $Y\subset X$ of size $k$ such that $ \#\{ f(A) : A\subseteq Y\}<(1-c)2^k. $ Alon also proved that, provided $k$ is large enough, if $\lvert X\rvert=2^k$ there exists some $f:\{A: A\subseteq X\}\to X$ such that, if $Y\subset X$ with $\lvert Y\rvert=k$, then $ \#\{ f(A) : A\subseteq Y\}>\tfrac{1}{4}2^k. $ References [ErHa68] Erdos, P. and Hajnal, A., On a combinatorial problem. Mat. Lapok (1968), 345-348.","open",2,1
2219,"EP-625","Erdős Problem #625","The cochromatic number of $G$, denoted by $\zeta(G)$, is the minimum number of colours needed to colour the vertices of $G$ such that each colour class induces either a complete graph or empty graph. Let $\chi(G)$ denote the chromatic number. If $G$ is a random graph with $n$ vertices and each edge included independently with probability $1/2$ then is it true that almost surely $ \chi(G) - \zeta(G) \to \infty $ as $n\to \infty$?","A problem of Erdos and Gimbel (see also \cite{Gi16}). At a conference on random graphs in Poznan, Poland (most likely in 1989) Erdos offered \$100 for a proof that this is true, and \$1000 for a proof that this is false (although later told Gimbel that \$1000 was perhaps too much). It is known that almost surely $ \frac{n}{2\log_2n}\leq \zeta(G)\leq \chi(G)\leq (1+o(1))\frac{n}{2\log_2n}. $ (The final upper bound is due to Bollob\'{a}s \cite{Bo88}. The first inequality follows from the fact that almost surely $G$ has clique number and independence number $< 2\log_2n$.) Heckel \cite{He24} and, independently, Steiner \cite{St24b} have shown that it is not the case that $\chi(G)-\zeta(G)$ is bounded with high probability, and in fact if $\chi(G)-\zeta(G) \leq f(n)$ with high probability then $f(n)\geq n^{1/2-o(1)}$ along an infinite sequence of $n$. Heckel conjectures that, with high probability, $ \chi(G)-\zeta(G) \asymp \frac{n}{(\log n)^3}. $ Heckel \cite{He24c} further proved that, for any $\epsilon>0$, we have $ \chi(G) -\zeta(G) \geq n^{1-\epsilon} $ for roughly $95\%$ of all $n$. References [Bo88] Bollob\'{a}s, B., The chromatic number of random graphs. Combinatorica (1988), 49-55. [Gi16] J. Gimbel, Some of my favorite coloring problems for graphs and digraphs. Graph Theory: Favorite conjectures and open problems (2016), 95-108. [He24] A. Heckel, On a question of Erdos and Gimbel on the cochromatic number. arXiv:2408.13839 (2024). [He24c] A. Heckel, The difference between the chromatic and the cochromatic number of a random graph. arXiv:2409.17614 (2024). [St24b] R. Steiner, On the difference between the chromatic and cochromatic number. arXiv:2408.02400 (2024).","open",3,1
2220,"EP-626","Erdős Problem #626","Let $k\geq 4$ and $g_k(n)$ denote the largest $m$ such that there is a graph on $n$ vertices with chromatic number $k$ and girth $>m$ (i.e. contains no cycle of length $\leq m$). Does $ \lim_{n\to \infty}\frac{g_k(n)}{\log n} $ exist? Conversely, if $h^{(m)}(n)$ is the maximal chromatic number of a graph on $n$ vertices with girth $>m$ then does $ \lim_{n\to \infty}\frac{\log h^{(m)}(n)}{\log n} $ exist, and what is its value?","It is known that $ \frac{1}{4\log k}\log n\leq g_k(n) \leq \frac{2}{\log(k-2)}\log n+1, $ the lower bound due to Kostochka \cite{Ko88} and the upper bound to Erdos \cite{Er59b}. Erdos \cite{Er59b} proved that $ \lim_{n\to \infty}\frac{\log h^{(m)}(n)}{\log n}\gg \frac{1}{m} $ and, for odd $m$, $ \lim_{n\to \infty}\frac{\log h^{(m)}(n)}{\log n}\leq \frac{2}{m+1}, $ and conjectured this is sharp. He had no good guess for the value of the limit for even $m$, other that it should lie in $[\frac{2}{m+2},\frac{2}{m}]$, but could not prove this even for $m=4$. See also the entry in the graphs problem collection. References [Er59b] Erdos, P., Graph theory and probability. Canadian J. Math. (1959), 34-38. [Ko88] Kostochka, A. V., Upper bounds on the chromatic number of graphs. Trudy Inst. Mat. (Novosibirsk) (1988), 204-226, 265.","open",3,1
2221,"EP-627","Erdős Problem #627","Let $\omega(G)$ denote the clique number of $G$ and $\chi(G)$ the chromatic number. If $f(n)$ is the maximum value of $\chi(G)/\omega(G)$, as $G$ ranges over all graphs on $n$ vertices, then does $ \lim_{n\to\infty}\frac{f(n)}{n/(\log n)^2} $ exist?","Tutte and Zykov \cite{Zy52} independently proved that for every $k$ there is a graph with $\omega(G)=2$ and $\chi(G)=k$. Erdos \cite{Er61d} proved that for every $n$ there is a graph on $n$ vertices with $\omega(G)=2$ and $\chi(G)\gg n^{1/2}/\log n$, whence $f(n) \gg n^{1/2}/\log n$. Erdos \cite{Er67c} proved that $ f(n) \asymp \frac{n}{(\log n)^2} $ and that the limit in question, if it exists, must be in $ (\log 2)^2\cdot [1/4,1]. $ See also the entry in the graphs problem collection. References [Er61d] Erdos, P., Graph theory and probability. II. Canadian J. Math. (1961), 346-352. [Er67c] Erdos, P., Some remarks on chromatic graphs. Colloq. Math. (1967), 253-256. [Zy52] Zykov, A. A., On some properties of linear complexes. Amer. Math. Soc. Translation (1952), 33.","open",3,1
2222,"EP-629","Erdős Problem #629","The list chromatic number $\chi_L(G)$ is defined to be the minimal $k$ such that for any assignment of a list of $k$ colours to each vertex of $G$ (perhaps different lists for different vertices) a colouring of each vertex by a colour on its list can be chosen such that adjacent vertices receive distinct colours. Determine the minimal number of vertices $n(k)$ of a bipartite graph $G$ such that $\chi_L(G)>k$.","A problem of Erdos, Rubin, and Taylor \cite{ERT80}, who proved that $ 2^{k-1}<n(k) <k^22^{k+2}. $ They also prove that if $m(k)$ is the size of the smallest family of $k$-sets without property B (i.e. the smallest number of $k$-sets in a graph with chromatic number $3$) then $m(k)\leq n(k)\leq m(k+1)$. Bounds on $m(k)$ are the subject of [901]. The lower bounds on $m(k)$ by Radhakrishnan and Srinivasan \cite{RaSr00} imply that $ 2^k \left(\frac{k}{\log k}\right)^{1/2}\ll n(k). $ Erdos, Rubin, and Taylor \cite{ERT80} proved $n(2)=6$ and Hanson, MacGillivray, and Toft \cite{HMT96} proved $n(3)=14$ and $ n(k) \leq kn(k-2)+2^k. $ See also the entry in the graphs problem collection. References [ERT80] Erdos, Paul and Rubin, Arthur L. and Taylor, Herbert, Choosability in graphs. (1980), 125-157. [HMT96] Hanson, Denis and MacGillivray, Gary and Toft, Bjarne, Choosability of bipartite graphs. Ars Combin. (1996), 183-192. [RaSr00] Radhakrishnan, Jaikumar and Srinivasan, Aravind, Improved bounds and algorithms for hypergraph {$2$}-coloring. Random Structures Algorithms (2000), 4--32.","open",3,1
2223,"EP-633","Erdős Problem #633","Classify those triangles which can only be cut into a square number of congruent triangles.","Erdos' question was reported by Soifer \cite{So09c}. It is easy to see (see for example \cite{So09}) that any triangle can be cut into $n^2$ congruent triangles (for any $n\geq 1$). Soifer \cite{So09b} proved that there exists at least one triangle (e.g. one with sides $\sqrt{2},\sqrt{3},\sqrt{4}$) which can only be cut into a square number of congruent triangles. (In fact Soifer proves that any triangle for which the angles and sides are both integrally independent has this property.) Soifer proved \cite{So09} that if we relax congruence to similarity then every triangle can be cut into $n$ similar triangles when $n eq 2,3,5$ and there exists a triangle that cannot be cut into $2$, $3$, or $5$ similar triangles. See also [634]. References [So09] Soifer, Alexander, How Does One Cut a Triangle? I. (2009), 15-23. [So09b] Soifer, Alexander, How Does One Cut a Triangle? II. (2009), 37-39. [So09c] Soifer, Alexander, Is there anything beyond the solution?. (2009), 47-50.","open",1,1
2224,"EP-634","Erdős Problem #634","Find all $n$ such that there is at least one triangle which can be cut into $n$ congruent triangles.","Erdos' question was reported by Soifer \cite{So09c}. It is easy to see that all square numbers have this property (in fact for square numbers any triangle will do). Soifer \cite{So09c} has shown that numbers of the form $2n^2,3n^2,6n^2,n^2+m^2$ also have this property. Beeson has shown (see the slides below) that $7$ and $11$ do not have this property. It is possible that any prime of the form $4n+3$ does not have this property. In particular, it is not known if $19$ has this property (i.e. are there $19$ congruent triangles which can be assembled into a triangle?). For more on this problem see these slides from a talk by Michael Beeson. As a demonstration of this problem we include {IMAGE=634Triangle,a picture} of a cutting of an equilateral triangle into $27$ congruent triangles from these slides. Soifer proved \cite{So09} that if we relax congruence to similarity then every triangle can be cut into $N$ similar triangles when $N eq 2,3,5$. If one requires the smaller triangles to be similar to the larger triangle then the only possible values of $N$ are $n^2,n^2+m^2,3n^2$, proved by Snover, Waiveris, and Williams \cite{SWW91}. Zhang \cite{Zh25}, among other results, has proved that for any integers $a \geq b$, if $ n\geq 3\left\lceil \frac{a^2+b^2+ab-a-b}{ab}\right\rceil $ then $n^2ab$ has this property (indeed, they explicitly show that an equilateral triangle can be tiled with $n^2ab$ many triangles of side lengths $a,b,\sqrt{a^2+b^2+2+ab}$). See also [633]. References [SWW91] Snover, S. and Waiveris, C. and Williams, J., Rep-tiling for triangles. Discrete Math. (1991), 193-200. [So09] Soifer, Alexander, How Does One Cut a Triangle? I. (2009), 15-23. [So09c] Soifer, Alexander, Is there anything beyond the solution?. (2009), 47-50. [Zh25] Y. Zhang, Tiling Triangles With $2\pi/3$ Angles. arXiv:2512.22696 (2025).","open",1,1
2225,"EP-635","Erdős Problem #635","Let $t\geq 1$ and $A\subseteq \{1,\ldots,N\}$ be such that whenever $a,b\in A$ with $b-a\geq t$ we have $b-a mid b$. How large can $\lvert A\rvert$ be? Is it true that $ \lvert A\rvert \leq \left(\frac{1}{2}+o_t(1)\right)N? $","Asked by Erdos in a letter to Ruzsa in around 1980. Erdos observes that when $t=1$ the maximum possible is $ \lvert A\rvert=\left\lfloor\frac{N+1}{2}\right\rfloor, $ achieved by taking $A$ to be all odd numbers in $\{1,\ldots,N\}$. He also observes that when $t=2$ there exists such an $A$ with $ \lvert A\rvert \geq \frac{N}{2}+c\log N $ for some constant $c>0$: take $A$ to be the union of all odd numbers together with numbers of the shape $2^k$ with $k$ odd.","open",2,1
2226,"EP-638","Erdős Problem #638","Let $S$ be a family of finite graphs such that for every $n$ there is some $G_n\in S$ such that if the edges of $G_n$ are coloured with $n$ colours then there is a monochromatic triangle. Is it true that for every infinite cardinal $\aleph$ there is a graph $G$ of which every finite subgraph is in $S$ and if the edges of $G$ are coloured with $\aleph$ many colours then there is a monochromatic triangle.","Erdos writes 'if the answer is affirmative many extensions and generalisations will be possible'.","open",3,1
2227,"EP-640","Erdős Problem #640","Is there some function $f$ such that for all $k\geq 3$ if a finite graph $G$ has chromatic number $\geq f(k)$ then $G$ must contain some odd cycle whose vertices span a graph of chromatic number $\geq k$? "", ""difficulty"": ""L1"" },{","","open",3,1
2228,"EP-642","Erdős Problem #642","Let $f(n)$ be the maximal number of edges in a graph on $n$ vertices such that all cycles have more vertices than diagonals. Is it true that $f(n)\ll n$?","A problem of Hamburger and Szegedy. Chen, Erdos, and Staton \cite{CES96} proved $f(n) \ll n^{3/2}$. Dragani\'{c}, Methuku, Munh\'{a} Correia, and Sudakov \cite{DMMS24} have improved this to $ f(n) \ll n(\log n)^8. $ References [CES96] Chen, Guantao and Erdos, Paul and Staton, William, Proof of a conjecture of {B}ollob\'as on nested cycles. J. Combin. Theory Ser. B (1996), 38--43. [DMMS24] Dragani\'c, Nemanja and Methuku, Abhishek and Munh\'a{} Correia, David and Sudakov, Benny, Cycles with many chords. Random Structures Algorithms (2024), 3--16.","open",3,1
2229,"EP-643","Erdős Problem #643","Let $f(n;t)$ be minimal such that if a $t$-uniform hypergraph on $n$ vertices contains at least $f(n;t)$ edges then there must be four edges $A,B,C,D$ such that $ A\cup B= C\cup D $ and $ A\cap B=C\cap D=\emptyset. $ Estimate $f(n;t)$ - in particular, is it true that for $t\geq 3$ $ f(n;t)=(1+o(1))\binom{n}{t-1}? $","For $t=2$ this is asking for the maximal number of edges on a graph which contains no $C_4$, and so $f(n;2)=(1/2+o(1))n^{3/2}$. F""{u}redi \cite{Fu84} proved that $f(n;3) \ll n^2$ and $f(n;3) > \binom{n}{2}$ for infinitely many $n$. Pikhurko and Verstra""{e}te \cite{PiVe09} have proved $f(n;3)\leq \frac{13}{9}\binom{n}{2}$ for all $n$. More generally, F""{u}redi \cite{Fu84} proved that $ \binom{n-1}{t-1}+\left\lfloor\frac{n-1}{t}\right\rfloor\leq f(n;t) < \frac{7}{2}\binom{n}{t-1}, $ and conjectured the lower bound is sharp for $t\geq 4$. Pikhurko and Verstra""{e}te \cite{PiVe09} have proved that $ 1 \leq \limsup_{n\to \infty} \frac{f(n;t)}{\binom{n}{t-1}}\leq \min\left(\frac{7}{4},1+\frac{2}{\sqrt{t}}\right) $ for all $t\geq 3$. F""{u}redi \cite{Fu84} proved that $f(n;3)/\binom{n}{2}$ converges as $n\to \infty$, but the existence of the limit for $t\geq 4$ is unknown. References [Fu84] F""uredi, Z., Hypergraphs in which all disjoint pairs have distinct unions. Combinatorica (1984), 161--168. [PiVe09] Pikhurko, Oleg and Verstra""{e}te, Jacques, The maximum size of hypergraphs without generalized 4-cycles. J. Combin. Theory Ser. A (2009), 637--649.","open",3,1
2230,"EP-644","Erdős Problem #644","Let $f(k,r)$ be minimal such that if $A_1,A_2,\ldots$ is a family of sets, all of size $k$, such that for every collection of $r$ of the $A_is$ there is some pair $\{x,y\}$ which intersects all of the $A_j$, then there is some set of size $f(k,r)$ which intersects all of the sets $A_i$. Is it true that $ f(k,7)=(1+o(1))\frac{3}{4}k? $ Is it true that for any $r\geq 3$ there exists some constant $c_r$ such that $ f(k,r)=(1+o(1))c_rk? $","A problem of Erdos, Fon-Der-Flaass, Kostochka, and Tuza \cite{EFKT92}, who proved that $f(k,3)=2k$ and $f(k,4)=\lfloor 3k/2\rfloor$ and $f(k,5)=\lfloor 5k/4\rfloor$, and further that $f(k,6)=k$. References [EFKT92] Erd""{o}s, P. and Fon-Der-Flaass, D. and Kostochka, A. V. and Tuza, Zs., Small transversals in uniform hypergraphs. Siberian Adv. Math. (1992), 82-88.","open",3,1
2231,"EP-650","Erdős Problem #650","Let $f(m)$ be such that if $A\subseteq \{1,\ldots,N\}$ has $\lvert A\rvert=m$ then every interval in $[1,\infty)$ of length $2N$ contains $\geq f(m)$ many distinct integers $b_1,\ldots,b_r$ where each $b_i$ is divisible by some $a_i\in A$, where $a_1,\ldots,a_r$ are distinct. Estimate $f(m)$. In particular is it true that $f(m)\ll m^{1/2}$?","Erdos and Sar\'{a}nyi \cite{ErSa59} proved that $f(m)\gg m^{1/2}$. References [ErSa59] Erdos, P. and Sar\'{a}nyi, Megjegyz\'{e}sek egy versenyfeladathoz. Matematikai Lapok (1959).","open",1,1
